transaction_id,customer_id,order_date,amount
T01363,C0426,2025-05-03,209.41
T00921,C0286,2025-01-12,225.4
T00285,C0083,2025-08-11,279.49
T00634,C0195,2025-01-02,177.06
T01866,C0566,2025-02-05,373.15
T00435,C0134,2025-10-08,399.35
T01418,C0441,2025-01-01,88.95
T01208,C0376,2025-09-19,129.34
T01427,C0442,2025-03-23,47.37
T00225,C0067,2025-08-06,188.95
T01588,C0485,2025-01-03,261.75
T00948,C0296,2025-05-24,238.44
T00660,C0202,2025-10-22,346.5
T01021,C0316,2025-03-16,47.51
T01147,C0355,2025-01-13,356.96
T01740,C0528,2025-11-23,292.25
T00576,C0173,2025-06-11,53.75
T00294,C0087,2025-12-22,247.7
T00384,C0117,2025-09-24,79.43
T00107,C0033,2025-09-09,238.26
T01391,C0435,2025-07-07,199.78
T01851,C0559,2025-09-08,117.9
T00430,C0133,2025-07-26,51.39
T01599,C0490,2025-11-23,154.0
T01553,C0478,2025-03-02,141.56
T00478,C0149,2025-10-20,368.63
T00485,C0151,2025-08-03,272.79
T00210,C0062,2025-01-13,350.08
T01524,C0470,2025-12-01,42.97
T00652,C0200,2025-06-11,167.84
T01717,C0522,2025-05-12,249.23
T01587,C0485,2025-02-22,78.25
T00966,C0298,2025-11-14,151.97
T01228,C0379,2025-01-07,389.64
T01209,C0376,2025-07-08,105.12
T01766,C0536,2025-03-04,187.92
T00284,C0083,2025-10-24,208.69
T00324,C0097,2025-02-07,214.45
T01496,C0466,2025-06-24,106.4
T00060,C0016,2025-03-26,272.0
T00699,C0213,2025-06-22,259.16
T01256,C0389,2025-05-26,50.79
T00885,C0268,2025-11-01,215.52
T01406,C0437,2025-11-05,224.8
T01528,C0472,2025-01-19,50.92
T01033,C0320,2025-10-22,45.18
T00199,C0059,2025-07-10,172.0
T00466,C0145,2025-09-02,208.15
T01870,C0566,2025-08-23,33.24
T00855,C0257,2025-09-01,352.28
T01601,C0490,2025-11-04,299.46
T00133,C0043,2025-02-09,173.98
T01467,C0452,2025-01-11,397.97
T00998,C0309,2025-02-11,169.34
T01605,C0492,2025-01-12,85.01
T00929,C0289,2025-09-22,220.99
T01136,C0353,2025-07-27,26.87
T00248,C0077,2025-06-25,82.11
T01013,C0313,2025-09-17,176.82
T00427,C0131,2025-01-19,289.45
T00459,C0143,2025-01-26,181.29
T01009,C0313,2025-05-08,177.94
T00815,C0244,2025-11-14,231.05
T01825,C0550,2025-10-19,228.5
T00870,C0263,2025-08-16,142.04
T00498,C0155,2025-04-11,278.11
T00565,C0169,2025-06-22,277.67
T01804,C0546,2025-09-21,27.74
T01927,C0584,2025-05-22,398.13
T00333,C0100,2025-05-27,72.52
T00854,C0257,2025-04-28,219.0
T00745,C0227,2025-05-13,76.24
T00215,C0063,2025-06-01,66.19
T00469,C0146,2025-12-06,264.72
T00489,C0152,2025-11-09,94.59
T00753,C0229,2025-07-07,148.01
T00582,C0175,2025-09-05,194.04
T00255,C0079,2025-03-16,91.57
T01321,C0412,2025-03-24,360.55
T01829,C0551,2025-04-02,136.79
T00073,C0021,2025-10-17,191.38
T00310,C0095,2025-08-10,97.89
T01985,C0600,2025-01-13,49.49
T01103,C0342,2025-06-25,279.84
T00840,C0252,2025-06-15,22.41
T01061,C0328,2025-08-15,81.65
T00860,C0259,2025-09-04,115.42
T00045,C0011,2025-12-24,51.99
T01352,C0424,2025-06-05,154.72
T01120,C0349,2025-09-08,300.36
T00978,C0302,2025-08-09,382.38
T00642,C0196,2025-02-18,397.59
T01526,C0471,2025-07-07,29.35
T01412,C0439,2025-05-17,391.85
T00744,C0227,2025-09-16,206.94
T00757,C0230,2025-04-18,60.51
T01079,C0333,2025-06-12,305.71
T01585,C0484,2025-10-15,129.24
T01305,C0408,2025-05-23,165.48
T00975,C0302,2025-02-12,16.92
T00144,C0045,2025-07-12,331.68
T00142,C0045,2025-05-02,273.33
T00506,C0155,2025-01-07,93.11
T00556,C0167,2025-07-07,253.47
T01845,C0556,2025-12-19,152.74
T01888,C0571,2025-05-27,237.28
T00588,C0176,2025-12-20,389.63
T00658,C0201,2025-04-26,87.26
T00159,C0050,2025-11-17,36.14
T01846,C0556,2025-02-06,108.22
T01796,C0543,2025-08-10,343.08
T00983,C0305,2025-10-20,109.48
T01017,C0315,2025-01-27,298.13
T00523,C0161,2025-10-12,213.57
T00701,C0213,2025-02-09,222.46
T01105,C0343,2025-06-06,340.19
T01034,C0320,2025-03-21,101.92
T00344,C0102,2025-05-03,15.75
T01110,C0344,2025-04-10,217.49
T01728,C0525,2025-05-25,294.96
T00078,C0021,2025-12-26,213.49
T00712,C0216,2025-07-09,37.44
T00608,C0181,2025-09-14,313.34
T00676,C0210,2025-07-12,351.54
T00104,C0031,2025-04-10,190.76
T01148,C0355,2025-02-01,98.86
T01537,C0474,2025-09-07,395.09
T01894,C0574,2025-03-01,243.41
T00911,C0281,2025-08-07,386.16
T00592,C0176,2025-03-02,397.24
T01968,C0598,2025-11-05,172.17
T00101,C0029,2025-06-13,365.56
T01276,C0398,2025-05-16,225.78
T01239,C0383,2025-07-20,244.82
T01206,C0374,2025-03-22,360.18
T01805,C0546,2025-10-20,251.42
T00647,C0199,2025-09-28,144.28
T00551,C0166,2025-03-15,391.82
T00949,C0296,2025-01-07,267.76
T00935,C0292,2025-10-28,32.6
T00936,C0292,2025-08-04,197.15
T01756,C0530,2025-11-15,314.8
T00221,C0067,2025-09-28,113.46
T01545,C0475,2025-09-28,107.03
T01773,C0539,2025-09-16,248.09
T00115,C0034,2025-04-11,133.58
T00577,C0173,2025-07-16,300.67
T01732,C0527,2025-05-18,50.27
T01312,C0410,2025-12-10,188.59
T00408,C0126,2025-05-18,303.12
T00546,C0165,2025-03-14,320.59
T00706,C0214,2025-03-15,239.91
T01085,C0336,2025-01-01,335.27
T01164,C0357,2025-04-24,152.06
T01096,C0339,2025-04-03,22.55
T01624,C0494,2025-03-19,343.61
T01142,C0355,2025-12-26,365.39
T01961,C0597,2025-11-15,20.76
T01416,C0440,2025-05-13,209.09
T00434,C0133,2025-06-25,371.45
T01196,C0370,2025-06-10,359.27
T00773,C0232,2025-03-11,290.33
T01505,C0467,2025-09-01,295.73
T01054,C0326,2025-09-24,239.19
T01479,C0458,2025-05-19,60.98
T01240,C0383,2025-09-07,240.56
T00756,C0230,2025-09-11,361.0
T00341,C0100,2025-12-22,287.79
T00858,C0259,2025-05-09,58.42
T00046,C0011,2025-11-04,90.97
T00639,C0196,2025-02-08,350.51
T01237,C0383,2025-10-16,375.98
T00782,C0234,2025-06-16,161.88
T00751,C0229,2025-07-08,351.36
T01929,C0584,2025-10-14,372.37
T01215,C0376,2025-10-23,170.25
T01057,C0327,2025-02-04,236.95
T01498,C0466,2025-01-11,114.54
T01130,C0350,2025-03-21,102.75
T00557,C0167,2025-11-16,365.35
T00830,C0249,2025-09-21,120.95
T01265,C0393,2025-06-16,364.28
T00835,C0250,2025-02-27,155.04
T00974,C0302,2025-07-08,52.15
T01168,C0359,2025-03-12,42.44
T01187,C0366,2025-05-10,213.62
T01341,C0421,2025-06-24,218.12
T00659,C0202,2025-02-04,304.17
T01221,C0377,2025-05-04,186.73
T00733,C0224,2025-11-02,289.41
T00533,C0163,2025-02-07,159.16
T00648,C0199,2025-12-27,307.0
T00084,C0024,2025-12-07,256.24
T00804,C0241,2025-12-24,77.0
T00540,C0164,2025-04-24,33.06
T01925,C0582,2025-07-12,395.38
T01371,C0426,2025-11-18,228.26
T00241,C0072,2025-03-25,310.97
T00953,C0296,2025-10-14,337.42
T01757,C0530,2025-11-09,164.93
T01811,C0546,2025-02-24,59.91
T01938,C0589,2025-09-18,169.13
T00065,C0017,2025-05-16,188.08
T01490,C0463,2025-06-13,326.52
T01127,C0350,2025-01-16,209.23
T01529,C0473,2025-10-06,321.74
T01604,C0491,2025-07-05,266.05
T01974,C0599,2025-12-25,153.08
T01500,C0466,2025-07-28,366.05
T01583,C0483,2025-05-19,235.14
T00488,C0152,2025-09-27,132.38
T01750,C0530,2025-08-16,153.49
T01300,C0405,2025-08-15,290.65
T00519,C0160,2025-09-19,22.24
T00971,C0300,2025-06-21,119.63
T00137,C0045,2025-11-16,42.5
T00039,C0009,2025-03-22,15.69
T01828,C0551,2025-04-07,77.33
T01374,C0427,2025-05-10,98.61
T00363,C0108,2025-12-01,330.69
T00016,C0004,2025-02-25,128.78
T01309,C0409,2025-11-07,67.0
T01578,C0483,2025-10-27,52.83
T01739,C0527,2025-09-18,370.61
T01182,C0363,2025-09-13,217.53
T01279,C0400,2025-10-09,221.5
T01729,C0525,2025-05-19,196.42
T01232,C0380,2025-03-17,363.51
T01812,C0546,2025-05-20,27.17
T00690,C0212,2025-03-18,342.56
T00054,C0013,2025-06-27,218.02
T00969,C0300,2025-12-28,312.61
T00272,C0080,2025-03-10,17.22
T01258,C0390,2025-11-24,65.39
T00458,C0143,2025-03-15,349.48
T00076,C0021,2025-06-15,36.01
T00679,C0211,2025-12-23,137.58
T00878,C0266,2025-01-02,145.43
T01970,C0599,2025-03-16,45.78
T01579,C0483,2025-05-17,316.25
T01287,C0403,2025-11-08,30.96
T01793,C0543,2025-03-04,40.93
T01607,C0492,2025-08-27,42.0
T01720,C0522,2025-04-02,195.67
T00758,C0230,2025-09-21,100.06
T01132,C0350,2025-09-12,24.72
T00123,C0037,2025-02-16,391.23
T00420,C0127,2025-08-03,149.68
T00308,C0093,2025-12-20,169.85
T01972,C0599,2025-12-22,54.48
T00931,C0290,2025-10-09,185.0
T01022,C0316,2025-06-07,265.4
T01691,C0513,2025-02-20,304.54
T00265,C0079,2025-04-17,142.72
T01640,C0498,2025-05-18,59.39
T00633,C0195,2025-06-20,51.24
T01901,C0575,2025-03-06,382.23
T00069,C0019,2025-09-24,264.57
T01181,C0362,2025-12-03,168.39
T01753,C0530,2025-06-27,260.37
T00480,C0149,2025-02-22,329.39
T00106,C0032,2025-07-03,274.44
T00143,C0045,2025-08-20,47.08
T00409,C0126,2025-03-28,366.97
T01336,C0419,2025-10-19,303.11
T00269,C0080,2025-04-04,202.07
T00510,C0156,2025-05-06,396.33
T01438,C0447,2025-07-16,57.56
T01824,C0550,2025-06-11,31.52
T01611,C0493,2025-12-26,157.95
T01609,C0493,2025-09-24,332.0
T01511,C0468,2025-03-26,164.18
T00173,C0053,2025-08-14,135.03
T01293,C0404,2025-05-17,267.63
T01241,C0383,2025-06-24,74.63
T00423,C0129,2025-11-25,138.87
T01365,C0426,2025-10-13,98.53
T00252,C0078,2025-03-18,191.63
T00201,C0060,2025-04-10,342.17
T01525,C0471,2025-09-23,65.92
T00801,C0240,2025-04-11,342.69
T01954,C0594,2025-10-08,326.82
T01709,C0520,2025-08-27,125.44
T01617,C0493,2025-08-25,360.14
T00266,C0080,2025-04-11,346.68
T00727,C0224,2025-05-19,73.98
T00917,C0284,2025-04-08,331.36
T00632,C0195,2025-04-17,60.87
T00821,C0245,2025-02-13,209.61
T01964,C0597,2025-08-15,224.89
T00863,C0260,2025-08-19,126.98
T00674,C0208,2025-09-03,98.55
T00784,C0236,2025-04-27,19.26
T01319,C0412,2025-01-15,345.65
T01922,C0581,2025-02-01,222.18
T01031,C0320,2025-06-04,31.21
T00906,C0278,2025-08-08,122.29
T01603,C0490,2025-10-13,121.32
T01077,C0332,2025-05-17,112.63
T01301,C0406,2025-09-21,343.83
T00214,C0063,2025-03-01,157.57
T00694,C0213,2025-09-26,233.14
T01907,C0577,2025-06-20,296.16
T00443,C0136,2025-06-22,75.47
T00628,C0193,2025-04-06,311.89
T00970,C0300,2025-12-01,272.97
T00202,C0060,2025-02-08,333.81
T01048,C0324,2025-08-14,385.35
T01367,C0426,2025-03-08,177.58
T01001,C0311,2025-08-20,240.31
T00192,C0056,2025-08-04,356.66
T00271,C0080,2025-12-03,386.43
T00388,C0118,2025-02-07,108.64
T01299,C0404,2025-05-08,34.75
T00808,C0242,2025-12-07,319.05
T00179,C0055,2025-11-01,114.66
T01645,C0502,2025-10-13,285.29
T00425,C0130,2025-04-22,24.57
T00028,C0007,2025-08-17,83.82
T00365,C0108,2025-03-12,386.34
T01952,C0593,2025-10-14,151.49
T01245,C0386,2025-11-03,99.3
T01271,C0394,2025-11-24,305.93
T00339,C0100,2025-08-18,204.4
T00979,C0303,2025-12-15,292.12
T00593,C0176,2025-10-16,194.64
T00560,C0167,2025-10-14,312.54
T01885,C0571,2025-11-17,69.69
T01675,C0506,2025-11-24,332.09
T00024,C0007,2025-07-02,239.83
T00796,C0239,2025-10-26,270.25
T01313,C0410,2025-11-21,315.06
T01485,C0461,2025-03-23,392.76
T00422,C0129,2025-03-26,102.93
T00636,C0196,2025-12-13,239.08
T00035,C0007,2025-11-27,25.39
T01062,C0328,2025-12-16,377.84
T01535,C0473,2025-12-03,152.79
T01410,C0437,2025-04-21,152.84
T00181,C0055,2025-05-20,187.23
T01749,C0530,2025-10-05,202.57
T01727,C0524,2025-09-04,302.4
T01762,C0533,2025-06-02,299.12
T01865,C0565,2025-08-11,202.34
T01911,C0580,2025-01-21,245.43
T00693,C0212,2025-08-27,214.67
T01268,C0394,2025-03-12,194.25
T01565,C0481,2025-05-10,374.09
T01343,C0421,2025-03-19,179.99
T00775,C0234,2025-11-26,326.65
T01800,C0545,2025-03-07,215.36
T00729,C0224,2025-01-15,102.18
T01532,C0473,2025-06-16,362.02
T00964,C0298,2025-02-13,280.1
T00483,C0151,2025-02-06,281.25
T01041,C0320,2025-12-12,272.63
T01556,C0479,2025-01-18,257.32
T01338,C0420,2025-04-23,249.05
T00869,C0263,2025-11-27,357.74
T00548,C0165,2025-11-01,370.62
T01349,C0422,2025-05-14,141.05
T01627,C0494,2025-07-10,55.54
T00705,C0214,2025-11-16,151.2
T01153,C0356,2025-04-24,351.01
T00511,C0156,2025-11-12,147.97
T00896,C0272,2025-07-12,255.84
T01564,C0481,2025-02-23,220.48
T00349,C0105,2025-07-12,350.82
T00697,C0213,2025-06-27,55.81
T00868,C0262,2025-01-15,290.57
T01808,C0546,2025-01-16,52.28
T01354,C0425,2025-01-16,304.27
T01145,C0355,2025-02-07,285.05
T01799,C0544,2025-02-06,75.13
T01571,C0482,2025-04-02,226.62
T01106,C0344,2025-09-01,64.71
T01596,C0490,2025-07-17,16.53
T00891,C0271,2025-10-11,348.73
T00208,C0062,2025-04-07,168.47
T01347,C0422,2025-04-18,52.59
T01610,C0493,2025-06-12,273.69
T00108,C0033,2025-09-10,42.02
T01501,C0466,2025-03-14,251.38
T01928,C0584,2025-03-20,47.33
T01547,C0476,2025-01-19,174.4
T01172,C0359,2025-07-20,260.1
T01620,C0494,2025-08-05,383.29
T00515,C0158,2025-04-10,238.52
T01100,C0341,2025-09-07,306.44
T00023,C0006,2025-07-25,115.07
T01719,C0522,2025-06-01,318.25
T00191,C0056,2025-07-19,61.82
T01540,C0474,2025-10-24,110.15
T01779,C0540,2025-08-01,381.95
T00008,C0001,2025-08-19,370.53
T01092,C0338,2025-08-02,107.08
T00364,C0108,2025-06-09,284.0
T01737,C0527,2025-03-05,273.6
T00872,C0265,2025-09-14,254.47
T00198,C0058,2025-10-24,320.59
T01229,C0379,2025-08-23,248.56
T00814,C0244,2025-12-25,205.48
T01114,C0346,2025-07-07,247.3
T01465,C0450,2025-08-22,151.94
T01177,C0360,2025-11-26,283.38
T00149,C0048,2025-09-24,275.8
T01139,C0354,2025-02-07,22.42
T00056,C0014,2025-10-02,362.1
T00708,C0214,2025-11-04,237.68
T01466,C0451,2025-08-05,329.08
T00919,C0286,2025-10-28,361.83
T00754,C0229,2025-01-15,197.02
T00716,C0220,2025-01-08,238.55
T00081,C0022,2025-09-04,82.56
T00460,C0144,2025-10-24,306.47
T01769,C0537,2025-03-10,258.92
T00748,C0227,2025-11-22,120.81
T01344,C0421,2025-05-27,114.43
T01250,C0387,2025-05-18,159.15
T00977,C0302,2025-04-22,253.0
T00426,C0130,2025-05-01,197.67
T01422,C0442,2025-07-03,89.91
T00654,C0200,2025-08-06,118.83
T01392,C0435,2025-04-11,165.36
T00049,C0011,2025-07-28,194.17
T00940,C0292,2025-03-12,339.35
T00618,C0187,2025-02-16,353.58
T00103,C0030,2025-04-28,141.64
T01741,C0528,2025-02-13,284.01
T01514,C0468,2025-02-27,140.25
T01463,C0449,2025-08-22,71.1
T01380,C0430,2025-06-11,35.93
T00376,C0112,2025-07-07,317.25
T00072,C0020,2025-03-15,143.66
T00568,C0170,2025-02-19,377.87
T00249,C0077,2025-01-20,64.47
T01443,C0447,2025-06-10,292.22
T00637,C0196,2025-04-10,29.56
T01694,C0514,2025-03-23,236.47
T00246,C0075,2025-02-25,153.31
T00968,C0300,2025-01-11,82.28
T00736,C0224,2025-03-04,322.3
T01655,C0504,2025-01-05,204.05
T01204,C0372,2025-01-12,125.53
T00737,C0224,2025-10-15,159.63
T01742,C0529,2025-06-15,126.04
T00532,C0163,2025-07-03,249.34
T00950,C0296,2025-06-04,78.94
T00207,C0062,2025-11-11,106.39
T01802,C0545,2025-10-17,112.72
T00454,C0141,2025-06-10,389.37
T01647,C0503,2025-02-12,307.44
T00395,C0120,2025-05-04,352.25
T01754,C0530,2025-01-04,284.12
T01052,C0325,2025-10-03,133.47
T01573,C0483,2025-05-26,278.22
T01509,C0467,2025-08-18,307.54
T01134,C0351,2025-06-22,172.94
T00231,C0069,2025-03-10,208.25
T00235,C0069,2025-02-12,333.44
T01398,C0436,2025-03-12,301.4
T01568,C0481,2025-08-19,282.87
T00741,C0226,2025-11-19,332.1
T00760,C0230,2025-09-13,177.2
T01093,C0338,2025-04-13,339.41
T01290,C0404,2025-09-16,67.19
T01562,C0480,2025-09-26,136.24
T01190,C0367,2025-02-20,335.3
T00370,C0109,2025-12-28,319.69
T01702,C0516,2025-09-07,84.63
T00713,C0217,2025-01-27,295.92
T00664,C0206,2025-02-25,58.64
T00380,C0114,2025-12-16,299.37
T00209,C0062,2025-07-26,187.14
T00743,C0226,2025-10-10,213.77
T00993,C0307,2025-11-25,196.26
T01622,C0494,2025-07-11,167.34
T00473,C0147,2025-06-26,139.08
T00580,C0175,2025-01-01,283.99
T01634,C0496,2025-08-13,231.78
T01857,C0561,2025-12-10,47.85
T01576,C0483,2025-06-13,325.53
T00852,C0255,2025-12-10,206.45
T00880,C0267,2025-06-14,46.83
T01144,C0355,2025-06-14,296.98
T01955,C0595,2025-08-28,319.43
T01563,C0481,2025-06-14,51.58
T01121,C0350,2025-12-13,174.43
T00222,C0067,2025-10-03,61.92
T01940,C0590,2025-09-20,86.88
T01527,C0471,2025-01-22,315.34
T01904,C0576,2025-07-09,210.31
T00562,C0168,2025-02-27,53.39
T01393,C0435,2025-12-28,35.39
T01162,C0357,2025-05-17,272.1
T01000,C0311,2025-08-18,39.58
T00111,C0034,2025-07-01,202.46
T01770,C0538,2025-02-18,113.55
T00645,C0198,2025-03-21,41.03
T00573,C0172,2025-04-20,146.52
T00769,C0231,2025-11-19,362.42
T00703,C0214,2025-08-25,327.61
T01421,C0442,2025-09-01,75.41
T00828,C0248,2025-12-21,380.88
T00032,C0007,2025-05-01,133.49
T01733,C0527,2025-10-06,105.37
T00011,C0001,2025-02-08,168.22
T01918,C0580,2025-11-24,72.02
T00893,C0272,2025-12-21,176.63
T00438,C0135,2025-09-05,17.14
T00503,C0155,2025-03-07,116.84
T00338,C0100,2025-12-04,158.33
T00728,C0224,2025-12-20,275.14
T01820,C0549,2025-11-10,277.53
T01011,C0313,2025-03-27,151.67
T00558,C0167,2025-01-02,54.15
T01078,C0333,2025-08-17,303.18
T01761,C0532,2025-01-18,374.66
T01936,C0588,2025-02-17,352.62
T00590,C0176,2025-12-13,366.15
T01746,C0529,2025-06-20,56.93
T00059,C0015,2025-06-24,173.05
T00074,C0021,2025-02-21,361.99
T00591,C0176,2025-08-18,91.54
T00875,C0265,2025-01-28,381.93
T00600,C0178,2025-11-03,191.99
T01433,C0445,2025-04-04,63.51
T00691,C0212,2025-04-15,93.69
T00257,C0079,2025-03-23,59.51
T01826,C0551,2025-06-24,260.37
T01259,C0390,2025-10-09,355.83
T00957,C0296,2025-05-01,52.2
T01654,C0503,2025-05-01,57.95
T01778,C0540,2025-10-11,287.52
T01159,C0356,2025-05-15,66.18
T01897,C0575,2025-02-03,148.31
T01512,C0468,2025-02-27,250.83
T00386,C0117,2025-04-12,397.67
T00890,C0271,2025-05-27,55.6
T00449,C0140,2025-07-03,160.17
T00043,C0011,2025-09-26,114.96
T00721,C0222,2025-11-08,37.32
T01819,C0549,2025-01-21,388.92
T00176,C0054,2025-11-22,344.88
T00976,C0302,2025-12-12,298.35
T01850,C0558,2025-02-11,261.43
T01877,C0568,2025-12-15,165.95
T00955,C0296,2025-01-13,120.48
T01396,C0436,2025-12-09,289.71
T01822,C0550,2025-05-11,84.21
T00824,C0246,2025-08-23,387.35
T00718,C0220,2025-11-11,269.88
T00383,C0116,2025-02-25,281.64
T00064,C0016,2025-10-27,110.93
T00342,C0101,2025-05-17,142.82
T00695,C0213,2025-04-15,243.8
T01334,C0418,2025-11-14,364.29
T00972,C0300,2025-04-07,201.01
T01787,C0541,2025-11-08,264.0
T01297,C0404,2025-03-20,72.83
T00492,C0153,2025-02-12,228.45
T01381,C0431,2025-05-26,75.9
T00415,C0126,2025-04-22,240.69
T00417,C0126,2025-07-26,28.92
T00732,C0224,2025-07-13,327.25
T00187,C0056,2025-01-18,309.74
T00287,C0083,2025-07-21,156.96
T01625,C0494,2025-09-23,246.63
T00002,C0001,2025-08-19,212.61
T00725,C0223,2025-09-06,359.15
T01029,C0319,2025-08-10,88.53
T00197,C0058,2025-12-03,326.21
T01249,C0387,2025-07-13,337.09
T01424,C0442,2025-04-25,174.14
T01969,C0598,2025-02-26,161.55
T00720,C0222,2025-05-02,249.84
T00013,C0002,2025-10-20,235.46
T01765,C0535,2025-05-28,197.05
T01027,C0317,2025-04-15,30.73
T00490,C0152,2025-10-18,334.45
T01771,C0539,2025-08-11,274.78
T00862,C0260,2025-01-25,152.17
T01613,C0493,2025-07-14,59.08
T00289,C0085,2025-01-14,304.32
T00927,C0287,2025-11-23,260.33
T01171,C0359,2025-12-28,148.49
T00806,C0242,2025-04-01,269.14
T01878,C0568,2025-11-02,132.38
T00414,C0126,2025-05-06,56.2
T01764,C0535,2025-06-28,35.57
T00189,C0056,2025-04-25,343.39
T00169,C0051,2025-12-07,61.77
T00355,C0107,2025-07-07,30.66
T00079,C0021,2025-01-12,311.76
T01832,C0552,2025-08-15,369.79
T00029,C0007,2025-08-24,356.34
T00873,C0265,2025-08-21,203.01
T00332,C0100,2025-03-18,282.3
T00696,C0213,2025-07-05,202.16
T01016,C0315,2025-11-19,292.97
T01154,C0356,2025-03-23,324.19
T01431,C0444,2025-07-23,29.33
T00997,C0309,2025-12-08,218.87
T00303,C0092,2025-02-13,81.56
T01361,C0425,2025-09-18,258.55
T01595,C0489,2025-01-28,251.49
T01155,C0356,2025-10-20,361.71
T00205,C0062,2025-11-16,334.89
T01912,C0580,2025-10-24,224.31
T00669,C0208,2025-08-15,283.97
T01325,C0414,2025-09-05,150.42
T01533,C0473,2025-10-02,59.36
T01051,C0325,2025-06-25,35.65
T00547,C0165,2025-08-27,397.62
T00092,C0027,2025-09-27,107.43
T00267,C0080,2025-08-21,395.6
T01919,C0580,2025-05-01,88.01
T00136,C0044,2025-11-03,203.69
T00553,C0167,2025-12-28,46.74
T00973,C0301,2025-08-24,225.68
T00251,C0078,2025-07-20,386.25
T00722,C0222,2025-08-22,254.77
T01495,C0466,2025-06-08,104.47
T01360,C0425,2025-03-16,162.79
T01862,C0564,2025-06-12,386.22
T00986,C0306,2025-03-11,59.76
T00778,C0234,2025-11-04,298.17
T01488,C0463,2025-06-27,398.76
T01369,C0426,2025-12-04,221.27
T00980,C0304,2025-10-14,85.25
T01304,C0407,2025-05-28,320.13
T00394,C0119,2025-09-27,254.16
T00554,C0167,2025-11-19,138.32
T01339,C0421,2025-09-15,310.54
T00799,C0239,2025-06-13,313.94
T01213,C0376,2025-01-05,236.94
T00622,C0189,2025-05-22,229.69
T00220,C0067,2025-06-27,59.6
T01809,C0546,2025-06-24,341.46
T00070,C0019,2025-03-24,61.74
T00624,C0190,2025-08-09,359.95
T01023,C0317,2025-03-28,111.85
T01830,C0551,2025-08-13,75.38
T01477,C0456,2025-07-16,77.73
T00412,C0126,2025-12-11,392.19
T01473,C0455,2025-03-21,275.77
T01875,C0567,2025-03-18,315.19
T00832,C0250,2025-12-13,274.87
T01070,C0332,2025-05-15,76.21
T01538,C0474,2025-06-16,49.74
T00916,C0284,2025-01-28,78.55
T01447,C0447,2025-09-16,23.81
T00656,C0200,2025-06-18,90.57
T00098,C0028,2025-04-23,389.3
T01419,C0441,2025-04-20,201.74
T00995,C0307,2025-06-20,272.78
T00242,C0072,2025-09-13,171.01
T00296,C0088,2025-12-28,312.95
T01157,C0356,2025-04-09,26.35
T00113,C0034,2025-08-22,75.06
T01681,C0510,2025-04-01,172.5
T00145,C0046,2025-02-09,93.26
T00445,C0137,2025-09-22,213.56
T01492,C0464,2025-09-16,75.12
T01923,C0582,2025-11-25,288.93
T01458,C0449,2025-01-19,254.69
T00505,C0155,2025-11-26,279.66
T01420,C0442,2025-06-06,243.16
T01913,C0580,2025-01-02,119.0
T01639,C0498,2025-07-15,34.36
T01530,C0473,2025-11-05,258.21
T00311,C0095,2025-03-24,75.5
T00874,C0265,2025-10-20,275.65
T01580,C0483,2025-11-05,248.26
T01788,C0541,2025-05-09,53.91
T01383,C0431,2025-06-16,65.96
T01506,C0467,2025-01-25,281.09
T01071,C0332,2025-09-03,262.86
T00331,C0100,2025-09-16,236.37
T01475,C0456,2025-12-06,206.26
T01188,C0367,2025-05-21,234.06
T00496,C0154,2025-08-13,84.51
T00017,C0004,2025-03-03,324.28
T00178,C0055,2025-07-20,101.79
T01370,C0426,2025-09-03,21.69
T00586,C0175,2025-12-03,114.42
T01801,C0545,2025-08-01,200.45
T01715,C0521,2025-11-14,186.85
T01192,C0369,2025-04-02,300.89
T00508,C0155,2025-09-17,186.2
T01889,C0571,2025-05-06,146.21
T01471,C0454,2025-05-26,58.67
T01280,C0401,2025-07-27,194.7
T01513,C0468,2025-11-19,229.67
T01223,C0378,2025-09-16,354.44
T01004,C0312,2025-02-09,43.67
T00520,C0160,2025-12-10,44.49
T01151,C0356,2025-04-25,159.77
T01886,C0571,2025-02-13,85.4
T01698,C0515,2025-01-10,54.08
T00797,C0239,2025-04-14,60.88
T01497,C0466,2025-10-25,135.1
T00348,C0104,2025-06-16,327.49
T01966,C0598,2025-06-24,399.82
T01324,C0413,2025-11-27,290.43
T00389,C0118,2025-12-08,319.38
T00305,C0093,2025-04-25,70.75
T01366,C0426,2025-03-08,186.99
T01534,C0473,2025-10-27,227.42
T00571,C0170,2025-12-04,148.36
T00502,C0155,2025-05-05,273.19
T01376,C0427,2025-02-22,48.97
T00803,C0241,2025-11-10,266.04
T00879,C0267,2025-04-23,249.75
T00174,C0053,2025-09-17,202.12
T01626,C0494,2025-04-16,384.8
T01478,C0457,2025-09-07,267.76
T01296,C0404,2025-05-25,78.85
T01711,C0520,2025-02-15,229.34
T01960,C0597,2025-07-07,284.07
T01238,C0383,2025-10-19,113.63
T01482,C0459,2025-03-17,317.7
T01375,C0427,2025-07-18,133.84
T01539,C0474,2025-04-25,294.68
T01063,C0328,2025-03-03,193.78
T00258,C0079,2025-12-08,326.8
T01814,C0546,2025-05-02,386.73
T00431,C0133,2025-07-23,349.44
T01487,C0463,2025-06-04,159.67
T00709,C0214,2025-09-14,357.5
T00762,C0230,2025-12-23,202.88
T01784,C0541,2025-11-12,226.71
T01898,C0575,2025-02-25,386.35
T00164,C0051,2025-03-07,122.5
T01600,C0490,2025-04-05,326.21
