sale_id,date,store,region,category,units,revenue
S1557,2025-09-21,Lambton,Wellington,Beauty,7,1584.85
S1558,2025-03-14,Hamilton Central,Waikato,Electronics,11,2562.67
S1559,2025-04-01,Lambton,Wellington,Apparel,1,281.77
S1560,2025-02-21,George St,Otago,Home,4,974.67
S1561,2025-12-02,Riccarton,Canterbury,Electronics,11,2245.19
S1562,2025-02-22,Queen St,Auckland,Beauty,2,512.73
S1563,2025-10-24,Riccarton,Canterbury,Home,2,476.6
S1564,2025-12-21,Riccarton,Canterbury,Apparel,3,376.67
S1565,2025-03-11,Riccarton,Canterbury,Apparel,3,482.17
S1566,2025-08-07,Lambton,Wellington,Home,7,1748.9
S1567,2025-09-10,Riccarton,Canterbury,Beauty,6,125.03
S1568,2025-05-18,Queen St,Auckland,Grocery,7,1247.5
S1569,2025-11-11,Queen St,Auckland,Grocery,10,2811.51
S1570,2025-10-09,Hamilton Central,Waikato,Beauty,5,608.52
S1571,2025-09-08,Riccarton,Canterbury,Electronics,10,823.17
S1572,2025-03-09,Lambton,Wellington,Grocery,4,163.85
S1573,2025-03-07,Lambton,Wellington,Apparel,10,507.14
S1574,2025-06-17,George St,Otago,Electronics,1,45.47
S1575,2025-09-06,Lambton,Wellington,Home,1,154.54
S1576,2025-11-14,Queen St,Auckland,Beauty,2,400.29
S1577,2025-08-11,Queen St,Auckland,Grocery,5,595.37
S1578,2025-04-28,Hamilton Central,Waikato,Electronics,9,1720.61
S1579,2025-05-05,Riccarton,Canterbury,Beauty,6,257.14
S1580,2025-06-27,Hamilton Central,Waikato,Electronics,1,143.57
S1581,2025-01-27,Riccarton,Canterbury,Apparel,1,256.45
S1582,2025-07-01,Riccarton,Canterbury,Electronics,9,663.39
S1583,2025-11-08,Queen St,Auckland,Electronics,1,106.18
S1584,2025-10-14,Lambton,Wellington,Beauty,6,234.3
S1585,2025-04-24,Queen St,Auckland,Home,8,831.13
S1586,2025-03-13,Queen St,Auckland,Electronics,9,507.85
S1587,2025-10-14,Hamilton Central,Waikato,Apparel,4,189.65
S1588,2025-12-02,George St,Otago,Home,4,975.07
S1589,2025-06-18,Hamilton Central,Waikato,Grocery,11,876.59
S1590,2025-11-17,Lambton,Wellington,Electronics,12,2369.9
S1591,2025-09-07,Riccarton,Canterbury,Apparel,9,1103.1
S1592,2025-02-09,Queen St,Auckland,Beauty,1,169.89
S1593,2025-08-19,Riccarton,Canterbury,Electronics,10,433.43
S1594,2025-02-07,George St,Otago,Grocery,12,3310.25
S1595,2025-09-28,Hamilton Central,Waikato,Electronics,6,1075.13
S1596,2025-01-15,George St,Otago,Electronics,1,246.0
S1597,2025-07-05,Lambton,Wellington,Home,10,897.76
S1598,2025-03-15,George St,Otago,Electronics,11,2846.04
S1599,2025-11-04,Queen St,Auckland,Grocery,5,206.73
S1600,2025-06-06,George St,Otago,Home,9,1989.98
S1601,2025-10-20,Hamilton Central,Waikato,Electronics,11,1453.86
S1602,2025-12-01,Riccarton,Canterbury,Home,12,1768.13
S1603,2025-06-14,Hamilton Central,Waikato,Grocery,3,743.43
S1604,2025-09-17,Queen St,Auckland,Electronics,3,800.7
S1605,2025-01-20,Lambton,Wellington,Electronics,1,271.9
S1606,2025-02-28,Queen St,Auckland,Apparel,10,1225.43
S1607,2025-10-15,George St,Otago,Grocery,2,46.26
S1608,2025-05-21,Hamilton Central,Waikato,Electronics,5,1269.18
S1609,2025-07-12,Hamilton Central,Waikato,Home,5,1129.14
S1610,2025-05-09,Queen St,Auckland,Home,5,953.85
S1611,2025-12-11,Hamilton Central,Waikato,Apparel,3,339.53
S1612,2025-09-16,Riccarton,Canterbury,Apparel,5,661.39
S1613,2025-11-08,Queen St,Auckland,Home,10,1968.82
S1614,2025-11-28,Riccarton,Canterbury,Electronics,10,1107.9
S1615,2025-11-08,Queen St,Auckland,Home,5,842.04
S1616,2025-03-26,Hamilton Central,Waikato,Grocery,8,1096.74
S1617,2025-12-07,Lambton,Wellington,Grocery,7,97.15
S1618,2025-12-16,Queen St,Auckland,Apparel,9,1668.48
S1619,2025-06-07,Riccarton,Canterbury,Electronics,11,451.77
S1620,2025-09-23,Riccarton,Canterbury,Apparel,11,3294.61
S1621,2025-07-06,Queen St,Auckland,Beauty,3,228.87
S1622,2025-01-27,Lambton,Wellington,Grocery,8,2059.09
S1623,2025-12-24,Hamilton Central,Waikato,Beauty,11,2102.68
S1624,2025-01-14,Riccarton,Canterbury,Electronics,1,95.4
S1625,2025-11-14,Riccarton,Canterbury,Apparel,5,123.26
S1626,2025-12-01,Hamilton Central,Waikato,Electronics,4,640.58
S1627,2025-08-09,George St,Otago,Apparel,4,653.73
S1628,2025-08-27,Queen St,Auckland,Electronics,8,2345.09
S1629,2025-10-21,Lambton,Wellington,Home,2,573.27
S1630,2025-11-21,Hamilton Central,Waikato,Electronics,8,2052.93
S1631,2025-08-28,Hamilton Central,Waikato,Grocery,4,971.5
S1632,2025-12-12,George St,Otago,Beauty,8,1626.7
S1633,2025-11-03,Hamilton Central,Waikato,Beauty,4,314.41
S1634,2025-11-02,Queen St,Auckland,Grocery,11,501.85
S1635,2025-06-09,Hamilton Central,Waikato,Electronics,4,484.43
S1636,2025-01-06,Queen St,Auckland,Electronics,7,1678.06
S1637,2025-09-23,Queen St,Auckland,Apparel,2,551.86
S1638,2025-06-07,Hamilton Central,Waikato,Electronics,2,323.83
S1639,2025-09-12,Queen St,Auckland,Home,12,359.53
S1640,2025-12-11,Hamilton Central,Waikato,Grocery,5,166.85
S1641,2025-10-02,Queen St,Auckland,Apparel,8,1100.99
S1642,2025-01-16,Riccarton,Canterbury,Apparel,10,565.16
S1643,2025-02-20,George St,Otago,Grocery,8,2125.31
S1644,2025-08-08,Riccarton,Canterbury,Grocery,8,1003.57
S1645,2025-11-20,Hamilton Central,Waikato,Home,1,204.12
S1646,2025-12-12,Queen St,Auckland,Home,8,1079.12
S1647,2025-08-09,Riccarton,Canterbury,Apparel,2,456.61
S1648,2025-03-07,Lambton,Wellington,Apparel,11,2257.17
S1649,2025-06-26,Queen St,Auckland,Grocery,5,1217.44
S1650,2025-02-26,George St,Otago,Beauty,12,2130.29
S1651,2025-07-04,George St,Otago,Electronics,3,642.17
S1652,2025-03-07,Queen St,Auckland,Grocery,12,2067.94
S1653,2025-05-18,Queen St,Auckland,Grocery,4,695.8
S1654,2025-10-07,Lambton,Wellington,Beauty,11,1628.39
S1655,2025-11-08,Lambton,Wellington,Electronics,8,1881.57
S1656,2025-11-04,Hamilton Central,Waikato,Home,2,210.61
S1657,2025-03-16,Lambton,Wellington,Beauty,7,961.54
S1658,2025-04-01,Riccarton,Canterbury,Electronics,8,1742.26
S1659,2025-11-14,Queen St,Auckland,Grocery,6,195.61
S1660,2025-02-25,Riccarton,Canterbury,Grocery,2,157.28
S1661,2025-10-11,Riccarton,Canterbury,Electronics,4,440.37
S1662,2025-03-03,Lambton,Wellington,Apparel,5,850.8
S1663,2025-11-01,George St,Otago,Home,7,1705.62
S1664,2025-04-04,Riccarton,Canterbury,Electronics,3,345.53
S1665,2025-08-13,Hamilton Central,Waikato,Beauty,3,417.97
S1666,2025-02-14,Hamilton Central,Waikato,Apparel,11,2235.24
S1667,2025-12-07,Hamilton Central,Waikato,Home,2,112.69
S1668,2025-11-20,Lambton,Wellington,Electronics,11,1834.22
S1669,2025-02-24,Lambton,Wellington,Grocery,2,70.47
S1670,2025-08-25,Riccarton,Canterbury,Beauty,2,64.84
S1671,2025-11-21,Lambton,Wellington,Electronics,9,2005.12
S1672,2025-12-28,Lambton,Wellington,Home,9,1656.3
S1673,2025-11-24,Lambton,Wellington,Grocery,9,1940.79
S1674,2025-08-24,George St,Otago,Apparel,9,420.44
S1675,2025-08-10,Queen St,Auckland,Apparel,9,518.47
S1676,2025-12-12,Queen St,Auckland,Apparel,6,1224.58
S1677,2025-01-05,Lambton,Wellington,Home,7,1606.07
S1678,2025-01-24,Hamilton Central,Waikato,Electronics,12,3202.35
S1679,2025-08-14,Lambton,Wellington,Apparel,5,999.62
S1680,2025-01-14,George St,Otago,Grocery,11,827.67
S1681,2025-04-09,Hamilton Central,Waikato,Apparel,5,1113.8
S1682,2025-11-06,Hamilton Central,Waikato,Grocery,10,1086.15
S1683,2025-05-11,Queen St,Auckland,Home,12,2695.09
S1684,2025-07-16,Queen St,Auckland,Beauty,1,139.16
S1685,2025-09-07,Queen St,Auckland,Home,9,1393.72
S1686,2025-05-03,Queen St,Auckland,Beauty,12,2646.94
S1687,2025-05-14,Queen St,Auckland,Beauty,6,538.0
S1688,2025-09-18,Hamilton Central,Waikato,Beauty,8,1469.46
S1689,2025-11-10,Riccarton,Canterbury,Beauty,2,196.05
S1690,2025-09-25,Queen St,Auckland,Beauty,11,1318.03
S1691,2025-02-18,Queen St,Auckland,Grocery,6,1118.2
S1692,2025-09-04,Lambton,Wellington,Beauty,5,709.09
S1693,2025-04-23,Hamilton Central,Waikato,Apparel,1,293.78
S1694,2025-09-17,George St,Otago,Beauty,6,1189.41
S1695,2025-07-20,Hamilton Central,Waikato,Apparel,3,259.46
S1696,2025-04-02,Riccarton,Canterbury,Beauty,7,549.26
S1697,2025-10-28,George St,Otago,Beauty,4,366.37
S1698,2025-04-21,George St,Otago,Grocery,4,660.02
S1699,2025-03-14,Riccarton,Canterbury,Grocery,3,309.32
S1700,2025-04-25,Riccarton,Canterbury,Apparel,6,1329.86
S1701,2025-05-10,George St,Otago,Home,7,1489.96
S1702,2025-11-19,Queen St,Auckland,Home,12,2129.81
S1703,2025-04-19,Riccarton,Canterbury,Grocery,5,464.01
S1704,2025-09-18,Riccarton,Canterbury,Apparel,9,2306.09
S1705,2025-09-11,Riccarton,Canterbury,Home,1,93.95
S1706,2025-04-26,Lambton,Wellington,Beauty,12,2290.58
S1707,2025-03-13,Hamilton Central,Waikato,Apparel,6,264.75
S1708,2025-07-12,Hamilton Central,Waikato,Home,11,2363.39
S1709,2025-01-02,Riccarton,Canterbury,Electronics,1,193.91
S1710,2025-09-26,Queen St,Auckland,Beauty,11,758.3
S1711,2025-09-02,Hamilton Central,Waikato,Grocery,9,319.53
S1712,2025-05-02,George St,Otago,Grocery,11,415.73
S1713,2025-09-16,Queen St,Auckland,Grocery,12,241.08
S1714,2025-12-17,Queen St,Auckland,Electronics,10,688.27
S1715,2025-03-07,Hamilton Central,Waikato,Home,9,950.92
S1716,2025-12-20,Riccarton,Canterbury,Electronics,6,1475.13
S1717,2025-04-09,Lambton,Wellington,Home,7,561.3
S1718,2025-07-24,Hamilton Central,Waikato,Apparel,2,46.89
S1719,2025-12-01,Lambton,Wellington,Home,5,1069.33
S1720,2025-02-14,Lambton,Wellington,Home,5,990.92
S1721,2025-10-23,Hamilton Central,Waikato,Electronics,9,1734.15
S1722,2025-02-02,Queen St,Auckland,Apparel,8,1589.55
S1723,2025-03-23,Queen St,Auckland,Electronics,10,2856.75
S1724,2025-06-18,Lambton,Wellington,Grocery,12,130.64
S1725,2025-05-28,George St,Otago,Home,4,239.77
S1726,2025-09-15,George St,Otago,Grocery,6,891.84
S1727,2025-02-27,George St,Otago,Grocery,2,161.95
S1728,2025-02-09,Lambton,Wellington,Apparel,11,2962.77
S1729,2025-02-02,Hamilton Central,Waikato,Beauty,5,170.59
S1730,2025-09-19,Hamilton Central,Waikato,Grocery,3,146.1
S1731,2025-04-26,Lambton,Wellington,Home,8,2037.92
S1732,2025-07-23,Riccarton,Canterbury,Home,1,72.53
S1733,2025-11-12,George St,Otago,Electronics,11,2665.73
S1734,2025-08-02,George St,Otago,Electronics,5,947.71
S1735,2025-05-13,George St,Otago,Grocery,10,2806.66
S1736,2025-10-15,Riccarton,Canterbury,Home,2,419.47
S1737,2025-08-01,George St,Otago,Apparel,11,2506.45
S1738,2025-11-27,George St,Otago,Apparel,10,1005.42
S1739,2025-01-15,Hamilton Central,Waikato,Apparel,1,55.95
S1740,2025-07-15,George St,Otago,Electronics,2,454.6
S1741,2025-02-17,Hamilton Central,Waikato,Beauty,1,282.54
S1742,2025-10-19,Queen St,Auckland,Apparel,10,1508.82
S1743,2025-05-28,Riccarton,Canterbury,Beauty,9,1037.97
S1744,2025-05-01,George St,Otago,Electronics,9,2531.92
S1745,2025-05-28,Queen St,Auckland,Home,6,1786.06
S1746,2025-04-15,Lambton,Wellington,Beauty,7,426.5
S1747,2025-08-05,George St,Otago,Home,11,2698.5
S1748,2025-11-19,George St,Otago,Beauty,10,1627.5
S1749,2025-04-25,Riccarton,Canterbury,Apparel,3,380.53
S1750,2025-01-14,Hamilton Central,Waikato,Beauty,1,261.25
S1751,2025-03-25,Lambton,Wellington,Apparel,8,704.45
S1752,2025-03-22,George St,Otago,Apparel,10,381.5
S1753,2025-02-17,George St,Otago,Home,9,2147.87
S1754,2025-10-08,Queen St,Auckland,Grocery,7,1361.63
S1755,2025-03-12,Hamilton Central,Waikato,Beauty,5,511.84
S1756,2025-11-03,Riccarton,Canterbury,Grocery,7,814.48
S1757,2025-05-07,Riccarton,Canterbury,Apparel,6,565.26
S1758,2025-08-28,Queen St,Auckland,Home,8,2056.81
S1759,2025-03-18,Hamilton Central,Waikato,Electronics,9,119.06
S1760,2025-10-07,Queen St,Auckland,Beauty,4,1071.68
S1761,2025-03-26,Queen St,Auckland,Electronics,3,603.91
S1762,2025-03-26,Queen St,Auckland,Apparel,5,1146.64
S1763,2025-04-19,Hamilton Central,Waikato,Grocery,3,562.96
S1764,2025-12-25,Queen St,Auckland,Electronics,10,491.52
S1765,2025-12-06,Queen St,Auckland,Home,12,1264.98
S1766,2025-05-25,Riccarton,Canterbury,Apparel,4,993.71
S1767,2025-12-26,George St,Otago,Home,6,287.65
S1768,2025-02-18,Lambton,Wellington,Home,6,277.16
S1769,2025-06-25,Riccarton,Canterbury,Apparel,8,2129.69
S1770,2025-07-07,Hamilton Central,Waikato,Electronics,2,556.04
S1771,2025-12-09,Queen St,Auckland,Home,5,300.89
S1772,2025-11-07,George St,Otago,Grocery,1,134.08
S1773,2025-02-26,Lambton,Wellington,Electronics,9,836.58
S1774,2025-09-04,Riccarton,Canterbury,Beauty,4,670.96
S1775,2025-09-08,George St,Otago,Grocery,4,761.16
S1776,2025-06-27,George St,Otago,Home,3,662.16
S1777,2025-08-03,Hamilton Central,Waikato,Home,12,1968.47
S1778,2025-05-27,George St,Otago,Grocery,11,1512.21
S1779,2025-10-11,Lambton,Wellington,Grocery,9,1385.81
S1780,2025-03-12,Hamilton Central,Waikato,Electronics,7,273.04
S1781,2025-06-09,Riccarton,Canterbury,Grocery,6,1574.43
S1782,2025-09-04,Riccarton,Canterbury,Apparel,9,2354.15
S1783,2025-05-25,Riccarton,Canterbury,Electronics,8,80.67
S1784,2025-02-08,Lambton,Wellington,Beauty,4,224.86
S1785,2025-06-28,Riccarton,Canterbury,Apparel,2,448.64
S1786,2025-08-17,Lambton,Wellington,Beauty,5,1227.07
S1787,2025-04-24,George St,Otago,Beauty,8,2190.05
S1788,2025-08-27,Hamilton Central,Waikato,Beauty,10,642.78
S1789,2025-01-09,Lambton,Wellington,Home,4,1018.94
S1790,2025-03-17,Hamilton Central,Waikato,Electronics,5,663.24
S1791,2025-03-07,Riccarton,Canterbury,Grocery,2,170.51
S1792,2025-11-09,Queen St,Auckland,Grocery,2,175.45
S1793,2025-03-08,George St,Otago,Home,7,1254.31
S1794,2025-02-22,Lambton,Wellington,Apparel,12,2766.98
S1795,2025-10-06,Hamilton Central,Waikato,Grocery,7,857.6
S1796,2025-06-14,George St,Otago,Home,1,236.21
S1797,2025-07-03,Hamilton Central,Waikato,Home,1,291.75
S1798,2025-04-23,Lambton,Wellington,Home,5,382.03
S1799,2025-05-20,Queen St,Auckland,Apparel,11,198.9
S1800,2025-01-03,Hamilton Central,Waikato,Beauty,5,863.93
S1801,2025-09-23,Lambton,Wellington,Electronics,9,1074.1
S1802,2025-02-24,Riccarton,Canterbury,Electronics,1,85.93
S1803,2025-12-15,Riccarton,Canterbury,Electronics,12,2589.27
S1804,2025-11-25,Hamilton Central,Waikato,Beauty,9,478.96
S1805,2025-03-04,Hamilton Central,Waikato,Apparel,7,1804.97
S1806,2025-10-02,Hamilton Central,Waikato,Electronics,4,353.95
S1807,2025-02-19,George St,Otago,Home,7,438.01
S1808,2025-10-17,Riccarton,Canterbury,Beauty,12,3261.92
S1809,2025-04-21,George St,Otago,Beauty,5,1169.28
S1810,2025-08-04,Hamilton Central,Waikato,Home,4,1143.64
S1811,2025-09-13,Queen St,Auckland,Home,9,2106.36
S1812,2025-03-23,Queen St,Auckland,Home,9,1729.17
S1813,2025-09-12,George St,Otago,Home,9,160.69
S1814,2025-07-18,Lambton,Wellington,Electronics,4,1128.39
S1815,2025-02-14,Riccarton,Canterbury,Home,8,1070.23
S1816,2025-10-06,George St,Otago,Apparel,5,237.25
S1817,2025-04-03,Queen St,Auckland,Beauty,10,1950.8
S1818,2025-08-09,George St,Otago,Electronics,3,708.2
S1819,2025-10-14,George St,Otago,Beauty,1,258.72
S1820,2025-09-09,Riccarton,Canterbury,Apparel,3,371.65
S1821,2025-09-16,Lambton,Wellington,Grocery,6,1731.23
S1822,2025-01-10,Lambton,Wellington,Home,1,151.91
S1823,2025-08-27,George St,Otago,Apparel,11,376.87
S1824,2025-04-17,Hamilton Central,Waikato,Home,1,163.44
S1825,2025-10-12,Hamilton Central,Waikato,Beauty,1,208.4
S1826,2025-11-14,Riccarton,Canterbury,Home,2,337.08
S1827,2025-07-13,Queen St,Auckland,Grocery,8,1837.33
S1828,2025-07-28,George St,Otago,Beauty,3,704.0
S1829,2025-09-13,Queen St,Auckland,Home,12,681.1
S1830,2025-08-22,Hamilton Central,Waikato,Apparel,8,2016.04
S1831,2025-05-21,Queen St,Auckland,Apparel,6,1215.26
S1832,2025-01-07,Queen St,Auckland,Apparel,8,968.88
S1833,2025-01-15,Queen St,Auckland,Apparel,2,137.68
S1834,2025-09-23,Riccarton,Canterbury,Home,1,281.59
S1835,2025-01-23,Riccarton,Canterbury,Electronics,11,2842.73
S1836,2025-07-23,Riccarton,Canterbury,Apparel,1,140.81
S1837,2025-03-25,Lambton,Wellington,Grocery,6,667.98
S1838,2025-08-16,Lambton,Wellington,Home,9,1346.53
S1839,2025-03-20,Riccarton,Canterbury,Beauty,11,1932.86
S1840,2025-08-12,Riccarton,Canterbury,Beauty,8,1563.34
S1841,2025-05-03,Queen St,Auckland,Home,6,185.09
S1842,2025-06-10,George St,Otago,Electronics,10,826.18
S1843,2025-09-25,Riccarton,Canterbury,Electronics,9,1194.75
S1844,2025-07-20,Lambton,Wellington,Home,3,401.0
S1845,2025-12-04,Queen St,Auckland,Electronics,11,1510.53
S1846,2025-09-26,George St,Otago,Apparel,6,1029.89
S1847,2025-02-24,Hamilton Central,Waikato,Apparel,10,2526.6
S1848,2025-09-19,Lambton,Wellington,Beauty,2,121.15
S1849,2025-01-06,Hamilton Central,Waikato,Apparel,3,808.8
S1850,2025-01-11,Queen St,Auckland,Apparel,3,805.75
S1851,2025-07-17,Riccarton,Canterbury,Grocery,3,157.69
S1852,2025-10-17,Hamilton Central,Waikato,Electronics,12,2409.58
S1853,2025-02-26,Hamilton Central,Waikato,Electronics,6,1406.56
S1854,2025-11-06,Lambton,Wellington,Electronics,5,950.04
S1855,2025-01-14,Lambton,Wellington,Electronics,6,902.55
S1856,2025-07-28,George St,Otago,Beauty,3,602.93
S1857,2025-08-05,Hamilton Central,Waikato,Beauty,8,268.12
S1858,2025-05-11,Riccarton,Canterbury,Home,3,524.47
S1859,2025-01-16,Hamilton Central,Waikato,Electronics,12,445.54
S1860,2025-11-22,Queen St,Auckland,Beauty,10,162.64
S1861,2025-12-21,Queen St,Auckland,Apparel,1,23.5
S1862,2025-06-15,Hamilton Central,Waikato,Apparel,11,2958.35
S1863,2025-04-01,Hamilton Central,Waikato,Beauty,9,1926.91
S1864,2025-10-26,Riccarton,Canterbury,Home,9,2029.13
S1865,2025-06-25,George St,Otago,Home,2,280.22
S1866,2025-11-25,George St,Otago,Apparel,3,468.65
S1867,2025-05-26,Riccarton,Canterbury,Grocery,10,401.03
S1868,2025-02-26,Queen St,Auckland,Grocery,2,305.01
S1869,2025-04-06,Queen St,Auckland,Electronics,5,1238.6
S1870,2025-09-15,Queen St,Auckland,Beauty,12,3346.55
S1871,2025-06-24,George St,Otago,Apparel,12,498.33
S1872,2025-02-20,Lambton,Wellington,Beauty,8,2315.85
S1873,2025-12-20,Hamilton Central,Waikato,Beauty,12,1689.76
S1874,2025-02-09,Lambton,Wellington,Apparel,3,83.37
S1875,2025-03-03,Lambton,Wellington,Grocery,6,70.7
S1876,2025-10-26,Queen St,Auckland,Grocery,12,1571.67
S1877,2025-06-01,Riccarton,Canterbury,Grocery,2,402.31
S1878,2025-12-06,Hamilton Central,Waikato,Grocery,6,892.29
S1879,2025-10-09,Riccarton,Canterbury,Beauty,6,939.49
S1880,2025-12-18,Hamilton Central,Waikato,Home,7,1301.44
S1881,2025-09-25,Hamilton Central,Waikato,Beauty,4,193.05
S1882,2025-07-27,Riccarton,Canterbury,Electronics,2,203.65
S1883,2025-09-07,Hamilton Central,Waikato,Electronics,1,100.32
S1884,2025-01-14,Lambton,Wellington,Home,12,2379.31
S1885,2025-02-04,Queen St,Auckland,Beauty,3,466.17
S1886,2025-04-01,George St,Otago,Grocery,2,134.09
S1887,2025-03-15,Queen St,Auckland,Electronics,7,1241.68
S1888,2025-09-26,George St,Otago,Grocery,7,1123.73
S1889,2025-11-09,Hamilton Central,Waikato,Beauty,6,527.05
S1890,2025-07-07,Riccarton,Canterbury,Home,1,145.91
S1891,2025-05-02,Riccarton,Canterbury,Grocery,1,247.48
S1892,2025-03-13,Lambton,Wellington,Electronics,9,1955.89
S1893,2025-08-14,Queen St,Auckland,Beauty,6,1390.67
S1894,2025-07-07,Riccarton,Canterbury,Electronics,4,866.16
S1895,2025-10-20,Lambton,Wellington,Grocery,8,1858.39
S1896,2025-01-28,Lambton,Wellington,Apparel,10,1114.24
S1897,2025-06-09,Riccarton,Canterbury,Grocery,11,147.83
S1898,2025-08-10,Riccarton,Canterbury,Beauty,8,2276.24
S1899,2025-06-16,Lambton,Wellington,Electronics,10,1700.92
S1900,2025-09-17,Queen St,Auckland,Beauty,1,281.6
S1901,2025-07-14,Lambton,Wellington,Home,11,1249.2
S1902,2025-05-28,Queen St,Auckland,Electronics,1,271.41
S1903,2025-11-28,Lambton,Wellington,Apparel,7,1711.18
S1904,2025-05-18,George St,Otago,Electronics,8,926.27
S1905,2025-07-12,Queen St,Auckland,Electronics,8,1326.76
S1906,2025-04-21,Hamilton Central,Waikato,Beauty,5,1378.15
S1907,2025-01-26,Riccarton,Canterbury,Grocery,3,254.8
S1908,2025-06-04,Lambton,Wellington,Home,2,136.67
S1909,2025-03-21,Riccarton,Canterbury,Home,8,1777.53
S1910,2025-02-02,Lambton,Wellington,Apparel,5,843.71
S1911,2025-07-01,Riccarton,Canterbury,Beauty,12,2032.59
S1912,2025-02-24,Hamilton Central,Waikato,Home,10,2319.9
S1913,2025-12-17,Hamilton Central,Waikato,Home,2,83.52
S1914,2025-10-17,Hamilton Central,Waikato,Electronics,11,1810.86
S1915,2025-06-14,Riccarton,Canterbury,Apparel,2,177.85
S1916,2025-07-02,George St,Otago,Home,11,2704.27
S1917,2025-02-15,Lambton,Wellington,Electronics,3,536.75
S1918,2025-06-03,Hamilton Central,Waikato,Apparel,5,792.71
S1919,2025-11-12,Hamilton Central,Waikato,Apparel,12,888.39
S1920,2025-09-26,Riccarton,Canterbury,Apparel,12,2664.51
S1921,2025-03-14,Queen St,Auckland,Beauty,1,57.24
S1922,2025-04-22,Riccarton,Canterbury,Beauty,6,1685.02
S1923,2025-11-24,Queen St,Auckland,Electronics,11,3089.96
S1924,2025-10-24,George St,Otago,Home,6,1188.46
S1925,2025-01-14,George St,Otago,Electronics,10,2151.56
S1926,2025-07-16,Queen St,Auckland,Apparel,4,852.97
S1927,2025-04-18,Lambton,Wellington,Grocery,6,1206.36
S1928,2025-11-18,Riccarton,Canterbury,Home,7,748.31
S1929,2025-10-06,Queen St,Auckland,Home,8,343.81
S1930,2025-08-26,George St,Otago,Apparel,12,1006.52
S1931,2025-12-13,Lambton,Wellington,Grocery,11,3045.58
S1932,2025-07-04,Hamilton Central,Waikato,Beauty,12,2610.24
S1933,2025-07-01,George St,Otago,Apparel,7,258.41
S1934,2025-11-08,Riccarton,Canterbury,Beauty,5,935.86
S1935,2025-09-06,Hamilton Central,Waikato,Electronics,3,407.61
S1936,2025-01-16,Hamilton Central,Waikato,Beauty,4,852.51
S1937,2025-10-04,Queen St,Auckland,Electronics,10,2968.67
S1938,2025-09-12,Lambton,Wellington,Apparel,10,1785.13
S1939,2025-09-22,Queen St,Auckland,Grocery,2,493.06
S1940,2025-01-24,Hamilton Central,Waikato,Electronics,7,333.38
S1941,2025-05-12,George St,Otago,Beauty,3,638.39
S1942,2025-06-02,George St,Otago,Beauty,6,1084.41
S1943,2025-12-08,George St,Otago,Electronics,1,47.94
S1944,2025-01-25,Riccarton,Canterbury,Apparel,10,1371.18
S1945,2025-11-02,Queen St,Auckland,Apparel,7,872.17
S1946,2025-08-14,Hamilton Central,Waikato,Home,9,1586.08
S1947,2025-07-11,Lambton,Wellington,Beauty,6,1019.18
S1948,2025-05-20,Queen St,Auckland,Home,1,174.55
S1949,2025-12-08,George St,Otago,Grocery,9,202.73
S1950,2025-06-05,Queen St,Auckland,Electronics,7,895.2
S1951,2025-01-02,Queen St,Auckland,Apparel,9,951.97
S1952,2025-11-04,George St,Otago,Apparel,1,159.02
S1953,2025-03-04,Hamilton Central,Waikato,Grocery,12,3273.34
S1954,2025-09-06,George St,Otago,Apparel,10,986.42
S1955,2025-08-02,George St,Otago,Apparel,11,861.09
S1956,2025-11-09,Riccarton,Canterbury,Apparel,4,522.34
S1957,2025-04-09,Riccarton,Canterbury,Apparel,6,1041.02
S1958,2025-05-23,Hamilton Central,Waikato,Electronics,4,948.65
S1959,2025-10-09,Lambton,Wellington,Beauty,2,330.35
S1960,2025-01-18,Lambton,Wellington,Beauty,3,610.96
S1961,2025-04-28,Queen St,Auckland,Apparel,5,1315.07
S1962,2025-11-11,Hamilton Central,Waikato,Apparel,9,530.78
S1963,2025-07-09,Riccarton,Canterbury,Home,2,492.72
S1964,2025-04-27,Queen St,Auckland,Home,5,747.55
S1965,2025-04-02,Riccarton,Canterbury,Beauty,3,153.53
S1966,2025-06-25,Hamilton Central,Waikato,Apparel,8,619.33
S1967,2025-04-13,George St,Otago,Beauty,8,363.82
S1968,2025-09-19,Hamilton Central,Waikato,Grocery,5,532.85
S1969,2025-11-04,Hamilton Central,Waikato,Home,9,241.69
S1970,2025-04-18,Riccarton,Canterbury,Grocery,9,1917.61
S1971,2025-04-08,Queen St,Auckland,Home,2,320.45
S1972,2025-03-16,Lambton,Wellington,Electronics,5,871.16
S1973,2025-10-23,Riccarton,Canterbury,Home,4,210.42
S1974,2025-07-28,Lambton,Wellington,Grocery,2,31.92
S1975,2025-08-16,Riccarton,Canterbury,Electronics,6,1749.85
S1976,2025-07-20,Riccarton,Canterbury,Grocery,1,62.22
S1977,2025-03-23,Riccarton,Canterbury,Electronics,8,1841.37
S1978,2025-07-22,Queen St,Auckland,Grocery,5,1210.48
S1979,2025-02-07,Lambton,Wellington,Beauty,10,2519.65
S1980,2025-07-10,Hamilton Central,Waikato,Apparel,3,841.25
S1981,2025-04-08,Hamilton Central,Waikato,Grocery,3,443.97
S1982,2025-03-01,Riccarton,Canterbury,Beauty,11,1631.87
S1983,2025-08-14,Queen St,Auckland,Electronics,6,932.07
S1984,2025-10-02,Hamilton Central,Waikato,Apparel,7,628.0
S1985,2025-12-16,Queen St,Auckland,Beauty,6,118.94
